hash,buggy_sha,tree,backport,buggy_tag,root cause,Trigger condition,discover,afterfix,consequence,visibility,Note (conseqeuce),Note (trigger),,discovery,hardware,
4ef0c5c6b5ba1f38f0ea1cedad0cad722f00c14a,8323f26ce342,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.15.y;linux-5.10.y,v3.6,concurrency,"Thread Behavior, Property change (per cgroup)",User reported or In-production,no action,Crash,Panic,,,,,,
703066188f63d66cc6b9d678e5b5ef1213c5938e,8a99b6833c88,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.13,memory,Property change (per system),User reported or In-production,no action,Crash,Panic,,,,,,
2630cde26711dab0d0b56a8be1616475be646d13,a7b359fc6a37,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.13,semantic(maintain in-memory data structure wrong cfs tree list etc),"Thread Behavior, Property change (per cgroup)",Benchmark/stress test regression,comment,Functionality (CFS bandwidth),None,,,,,,
868ad33bfa3bf39960982682ad3a0f8ebda1656e,ae7927023243,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.11,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Hotplug/Hotunplug, Thread Behavior, Property change (per thread)",Customizied test,comment,No impact (self correcting),Warning,,,,,,
e681dcbaa4b284454fecd09617f8b24231448446,a7c81556ec4d3,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.11,semantic(incorrect logic implementation making decision  update attr managetimer etc),Thread Behavior,Customizied test,comment,Crash,Panic,,,,,,
3c474b3239f12fe0b00d7e82481f36a1f31e79ab,9edeaea1bc45,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.14,semantic(incorrect logic implementation making decision  update attr managetimer etc),Hotplug/Hotunplug,Code Review or Internal Debug,comment,Crash,Panic,,,,,,
e5c6b312ce3cc97e90ea159446e6bfa06645364d,9bdcb44e391d,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.10.y;linux-5.4.y,v4.7,memory,Property change (per system),User reported or In-production,no action,Crash,Panic,,,,,,
ca4984a7dd863f3e1c0df775ae3e744bff24c303,e496187da710,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.10.y;linux-5.4.y,v5.3,semantic(incorrect update stats),"Thread Behavior, Property change (per thread)",User reported or In-production,comment,"""Performance (energy efficiency, capacity fit)"", ""Performance (Policy violation, cpufreq control)"", ""Performance (Policy violation, locality)""",None,,,,,,
1c6829cfd3d5124b125e6df41158665aea413b35,ff7db0bf24db,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.10.y,v5.7,semantic(incorrect logic implementation making decision  update attr managetimer etc),Thread Behavior,Code Review or Internal Debug,no action,"""Performance (Policy violation, locality)"", ""Performance (Policy violation, balance, work conserving)""",None,,,,,,
f558c2b834ec27e75d37b1c860c139e7b7c3a8e4,0782e63bc6fe,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.10.y,v4.1,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, multiple sched class",Customizied test,no action,No impact (self correcting),None,,,,,,
3e1493f46390618ea78607cb30c58fc19e2a5035,9d20ad7dfc9a,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.10.y,v5.3,semantic(incorrect update stats),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,comment,"""Performance (energy efficiency, capacity fit)"", ""Performance (Policy violation, locality)"", ""Performance (Policy violation, cpufreq control)""",None,,,,,,
ceb6ba45dc8074d2a1ec1117463dc94a20d4203d,9e077b52d86a,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.14,semantic(incorrect update stats),Thread Behavior,Code Review or Internal Debug,no action,"""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, fairness)""",None,,,,,,
0213b7083e81f4acd69db32cb72eb4e5f220329a,0c18f2ecfcc2,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.10.y;linux-5.4.y,v5.14,semantic(incorrect update stats),"Thread Behavior, Property change (per cgroup), Property change (per thread)",Customizied test,no action,Functionality (property change fail),None,corner case,,,,,
d7d607096ae6d378b4e92d49946d22739c047d4c,3727e0e,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.10.y;linux-5.4.y,v4.19,semantic(incorrect update stats),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,no action,No impact (self correcting),None,,,,,,
fecfcbc288e9f4923f40fd23ca78a6acdc7fdf6c,371bf427,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.10.y;linux-5.4.y,v4.19,semantic(incorrect update stats),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,comment,"""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, fairness)""",None,,,,,,
fdaba61ef8a268d4136d0a113d153f7a89eb9984,a7b359fc6a37,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.13,semantic(maintain in-memory data structure wrong cfs tree list etc),"Thread Behavior, Property change (per cgroup)",Benchmark/stress test/standard test fail,comment,"""Performance (Policy violation, fairness)""",Warning,,,ltp,,,
a7b359fc6a37faaf472125867c8dc5a068c90982,31bc6aeaab1d,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.1,semantic(maintain in-memory data structure wrong cfs tree list etc),"Thread Behavior, Property change (per cgroup)",Benchmark/stress test regression,comment,"""Performance (Policy violation, fairness)""",None,,,,,,
771fac5e26c17845de8c679e6a947a4371e86ffc,4c38f2df71c8,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.13,concurrency,"Kernel/driver Event, Kthread Behavior, Hotplug/Hotunplug",User reported or In-production,document,"""Performance (Policy violation, cpufreq control)""",None,,,,,,
68d7a190682aa4eb02db477328088ebad15acc83,b89997aa88f0b,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.10.y,v5.13,semantic(incorrect update stats),Thread Behavior,Code Review or Internal Debug,comment,"""Performance (Policy violation, fairness)"", ""Performance (Policy violation, balance, work conserving)""",None,,,,,,
475ea6c60279e9f2ddf7e4cf2648cd8ae0608361,6d337eab041d,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.11,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per thread), Hotplug/Hotunplug",Customizied test,comment,"""Functionality (cpu allowed, or cpuiso)""",None,,,,,,
02da26ad5ed6ea8680e5d01f20661439611ed776,039ae8bcf7a5,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.10.y;linux-5.4.y,v5.1,semantic(incorrect update stats),"Thread Behavior, Property change (per cgroup)",User reported or In-production,no action,"""Performance (Policy violation, fairness)""",None,,,,,,
7c7ad626d9a0ff0a36c1e2a3cfbbc6a13828d5eb,0e2d2aaaae52,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.10.y,v4.15,semantic(incorrect update stats),"Thread Behavior, Property change (per cgroup)",User reported or In-production,no action,"""Performance (Policy violation, fairness)"", ""Performance (Policy violation, balance, work conserving)""",None,,,,,,
93b73858701fd01de26a4a874eb95f9b7156fd4b,7226017ad37a,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.10.y;linux-5.4.y,v5.6,concurrency,"Thread Behavior, Property change (per cgroup)",Code Review or Internal Debug,warning,Functionality (property change fail),None,,,,,,
0c18f2ecfcc274a4bcc1d122f79ebd4001c3b445,3eac870a3247,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.10.y;linux-5.4.y,v5.4,semantic(incorrect update stats),"Thread Behavior, Property change (per cgroup)",Customizied test,no action,Functionality (property change fail),None,,,,,,
02dbb7246c5bbbbe1607ebdc546ba5c454a664b1,9fe1f127b913,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.12,semantic(incorrect logic implementation making decision  update attr managetimer etc),Thread Behavior,Code Review or Internal Debug,no action,"""Performance (Policy violation, balance, work conserving)""",None,,,,,,
0258bdfaff5bd13c4d2383150b7097aecd6b6d82,3d30544f0212,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.10.y;linux-5.4.y,v4.8,semantic(maintain in-memory data structure wrong cfs tree list etc),"Thread Behavior, Property change (per cgroup)",Customizied test,no action,"""Performance (Policy violation, fairness)""",None,,,,,,
6d2f8909a5fabb73fe2a63918117943986c39b6c,69842cba9ace,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.10.y;linux-5.4.y,v5.3,semantic(generic wrong type integer overflow etc),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,no action,"""Performance (energy efficiency, capacity fit)"", ""Performance (Policy violation, locality)"", ""Performance (Policy violation, fairness)"", ""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, cpufreq control)""",None,,,,,,
39a2a6eb5c9b66ea7c8055026303b3aa681b49a5,5a7f55590467,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.10.y,v5.10,semantic(generic wrong type integer overflow etc),Thread Behavior,Fuzz,comment,"""Performance (Policy violation, sched overhead)""",Warning,,,,,,
9e81889c7648d48dd5fe13f41cbc99f3c362484a,6d337eab041d,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.11,concurrency,"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,no action,"""Functionality (cpu allowed, or cpuiso)""",None,,,,,,
3f1bc119cd7fc987c8ed25ffb717f99403bb308c,6d337eab041d,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.11,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,comment,"""Performance (Policy violation, sched overhead)""",None,,,,,,
8a6edb5257e2a84720fe78cb179eca58ba76126f,6d337eab041d,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.11,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,no action,Crash,Panic,,,,,,
0ae78eec8aa64e645866e75005162603a77a0f49,3b1baa6496e6,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.10.y;linux-5.4.y,v4.20,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Special topology (asym cpu)",Benchmark/stress test regression,no action,"""Performance (Policy violation, sched overhead)""",None,,,,,,
8c1f560c1ea3f19e22ba356f62680d9d449c9ec2,7f65ea42eb00,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.10.y,v4.17,semantic(incorrect update stats),Thread Behavior,Code Review or Internal Debug,tracepoint,"""Performance (Policy violation, cpufreq control)"", ""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, fairness)""",None,,,,,,
ae7927023243dcc7389b2d59b16c09cbbeaecc36,2558aacff858,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.11,semantic(incorrect logic implementation making decision  update attr managetimer etc),Thread Behavior,Benchmark/stress test regression,comment,"""Performance (Policy violation, sched overhead)""",None,,,,,,
d707faa64d03d26b529cc4aea59dab1b016d4d33,6d337eab041d,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.11,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per thread)",Fuzz,comment,"""Functionality (cpu allowed, or cpuiso)""",None,,,,,,fuzzer
ec618b84f6e15281cc3660664d34cd0dd2f2579e,c6e7bd7afaeb,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,,v5.8,concurrency,Thread Behavior,Benchmark/stress test regression,no action,"""Performance (Policy violation, cpufreq control)""",None,,,,,,
8e1ac4299a6e8726de42310d9c1379f188140c71,2802bf3cd936,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v5.0,semantic(incorrect update stats),Thread Behavior,Code Review or Internal Debug,no action,"""Performance (Policy violation, cpufreq control)"", ""Performance (energy efficiency, capacity fit)"", ""Performance (Policy violation, balance, work conserving)""",None,,,,,,
8d4d9c7b4333abccb3bf310d76ef7ea2edb9828f,5b9f8ff7b320,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,,v5.10,memory,Thread Behavior,Customizied test,no action,Crash,Panic,,,,,,
b4c9c9f15649c98a5b45408919d1ff4fd7f5531c,b7a331615d25,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,,v5.7,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Special topology (asym cpu)",Code Review or Internal Debug,comment,"""Performance (Policy violation, locality)""",None,,,,,,
16b0a7a1a0af9db6e008fecd195fe4d6cb366d83,0b0695f2b34a,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,,v5.5,semantic(incorrect logic implementation making decision  update attr managetimer etc),Thread Behavior,Benchmark/stress test regression,no action,"""Performance (Policy violation, balance, work conserving)""",None,,,,,,
d1e7c2996e988866e7ceceb4641a0886885b7889,f6ebbcf08f37,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,,v5.9,semantic(incorrect logic implementation making decision  update attr managetimer etc),Kernel/driver Event,User reported or In-production,no action,"""Performance (Policy violation, cpufreq control)""",None,,,,,,
d8fcb81f1acf651a0e50eacecca43d0524984f87,11f10e5420f6,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,,v5.5,semantic(incorrect logic implementation making decision  update attr managetimer etc),Thread Behavior,Benchmark/stress test regression,no action,"""Performance (Policy violation, locality)""",None,,,,,,
345a957fcc95630bf5535d7668a59ed983eb49a7,1da177e4c3f4,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.10.y;linux-5.4.y,v2.6.12,semantic(incorrect logic implementation making decision  update attr managetimer etc),Thread Behavior,Code Review or Internal Debug,no action,"""Performance (Policy violation, sched overhead)""",None,,,,,,
a57415f5d1e43c3a5c5d412cd85e2792d7ed9b11,332ac17ef5bf,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.10.y;linux-5.4.y,v3.14,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per thread), multiple sched class",Code Review or Internal Debug,comment,"Functionality (Deadline enforce / admission control), Functionality (property change fail)",None,,,,,,
a73f863af4ce9730795eab7097fb2102e6854365,765cc3a4b224e,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v4.15,semantic(incorrect logic implementation making decision  update attr managetimer etc),"special config, Thread Behavior",User reported or In-production,no action,Functionality (config / feature not enabled/disabled),None,,,,,,
233e7aca4c8a2c764f556bba9644c36154017e7f,fb86f5b211,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,,v5.7,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Special topology (numa)",Code Review or Internal Debug,no action,"""Performance (Policy violation, balance, work conserving)""",None,,,,,,
df3cb4ea1fb63ff326488efd671ba3c39034255e,10e2f1acd010,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v4.9,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per system), Property change (per cgroup)",User reported or In-production,no action,"""Functionality (cpu allowed, or cpuiso)""",None,repro,,,,,
da0777d35f47892f359c3f73ea155870bb595700,1d42509e475cd,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,,v5.6,semantic(generic wrong type integer overflow etc),"Thread Behavior, multiple sched class, Special topology (asym cpu)",Code Review or Internal Debug,no action,"""Performance (energy efficiency, capacity fit)""",None,,,,,,
a1bd06853ee478d37fae9435c5521e301de94c67,9d246053a691,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,,v5.9,semantic(incorrect logic implementation making decision  update attr managetimer etc),Thread Behavior,Code Review or Internal Debug,no action,Functionality (Trace or account),None,,,,,,
e65855a52b479f98674998cb23b21ef5a8144b04,46609ce22703,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v5.9,concurrency,"Thread Behavior, Property change (per thread)",Customizied test,comment,lockup / hang,Panic,,,,,,
d136122f58458479fd8926020ba2937de61d7f65,dbfb089d360b,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,,v5.8,concurrency,"Thread Behavior, Kernel/driver Event",Code Review or Internal Debug,comment,Functionality (task state change failure),None,,,,,,
46609ce227039fd192e0ecc7d940bed587fd2c78,69842cba9ace,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v5.3,semantic(generic wrong type integer overflow etc),"Thread Behavior, Property change (per thread)",Benchmark/stress test regression,no action,"""Performance (Policy violation, sched overhead)""",None,,,,,,
d81ae8aac85ca2e307d273f6dc7863a721bf054e,69842cba9ace,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v5.3,semantic(incorrect update stats),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,no action,"""Performance (energy efficiency, capacity fit)""",None,,,,,,
dbfb089d360b1cc623c51a2c7cf9b99eff78e0e7,c6e7bd7afaeb,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,,v5.8,concurrency,Thread Behavior,User reported or In-production,comment,"""Performance (Policy violation, cpufreq control)"", ""Performance (Policy violation, balance, work conserving)""",None,,,,,,
e21cf43406a190adfcc4bfe592768066fb3aaa9b,070f5e860ee2,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,,v5.7,semantic(incorrect update stats),Thread Behavior,Benchmark/stress test regression,no action,"""Performance (Policy violation, balance, work conserving)""",None,,,,,,
b6e13e85829f032411b896bd2f0d6cbe4b0a3c4a,c6e7bd7afaeb,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,,v5.8,concurrency,Thread Behavior,Benchmark/stress test/standard test fail,"comment, warning, tracepoint",Crash,Panic,,,,,,
740797ce3a124b7dd22b7fb832d87bc8fba1cf6f,2d3d891d3344,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v3.14,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, multiple sched class",Fuzz,no action,Functionality (Deadline enforce / admission control),Warning,,,,,,
ce9bc3b27f2a21a7969b41ffb04df8cf61bd1592,2d3d891d3344,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v3.14,semantic(incorrect update stats),"Thread Behavior, multiple sched class, Property change (per thread)",Fuzz,no action,Functionality (Deadline enforce / admission control),Warning,,,,,,
9b1b234bb86bcdcdb142e900d39b599185465dbb,143e1e28cb40,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v3.16,semantic(incorrect logic implementation making decision  update attr managetimer etc),Boot,Code Review or Internal Debug,no action,"""Performance (Policy violation, balance, work conserving)""",None,,,,,,
3ea2f097b17e13a8280f1f9386c331b326a3dbef,b7031a02ec75,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v4.17,semantic(incorrect update stats),Thread Behavior,Code Review or Internal Debug,no action,"""Performance (Policy violation, balance, work conserving)""",None,,,,,,
39f23ce07b9355d05a64ae303ce20d1c4b92b957,fe61468b2cb,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v5.7,semantic(maintain in-memory data structure wrong cfs tree list etc),"Thread Behavior, Property change (per cgroup)",Code Review or Internal Debug,no action,Functionality (CFS bandwidth),None,,,,,,
b34cb07dde7c2346dec73d053ce926aeaa087303,fe61468b2cb,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v5.7,semantic(maintain in-memory data structure wrong cfs tree list etc),"Thread Behavior, Property change (per cgroup)",Code Review or Internal Debug,comment,Functionality (task state change failure),Warning,,,,,,
5a6d6a6ccb5f48ca8cf7c6d64ff83fd9c7999390,2e8e19226398,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v5.1,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per cgroup)",Code Review or Internal Debug,no action,Functionality (CFS bandwidth),None,,,,,,
eaf5a92ebde5bca3bb2565616115bd6d579486cd,1a00d999971c,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v5.3,semantic(incorrect update stats),"Thread Behavior, Property change (per thread)",User reported or In-production,no action,Functionality (property change fail),None,,,,,,
26a8b12747c975b33b4a82d62e4a307e1c07f31b,c06f04c70489,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,,v3.17,concurrency,"Thread Behavior, Property change (per cgroup)",Benchmark/stress test/standard test fail,"no action, comment",Functionality (CFS bandwidth),None,,,,,,
6c8116c914b65be5e4d6f66d69c8142eb0648c22,57abff067a08,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,,v5.5,semantic(incorrect logic implementation making decision  update attr managetimer etc),Thread Behavior,Code Review or Internal Debug,no action,"""Performance (Policy violation, fairness)"", ""Performance (Policy violation, balance, work conserving)""",None,,,,,,
5ab297bab984310267734dfbcc8104566658ebef,6d4d22468dae,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v5.7,semantic(incorrect update stats),"Thread Behavior, Property change (per cgroup)",Code Review or Internal Debug,no action,Functionality (CFS bandwidth),None,,,,,,
6212437f0f6043e825e021e4afc5cd63e248a2b4,9f68395333ad,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,,v5.7,semantic(incorrect update stats),"Thread Behavior, Property change (per cgroup)",Code Review or Internal Debug,no action,Functionality (CFS bandwidth),None,,,,,,
0621df315402dd7bc56f7272fae9778701289825,ff7db0bf24db,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,,v5.7,concurrency,"Thread Behavior, Special topology (numa)",User reported or In-production,no action,"""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, fairness)""",Warning,,,,,,
b562d140649966d4daedd0483a8fe59ad3bb465a,2480c093130f,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v5.4,semantic(generic wrong type integer overflow etc),"Thread Behavior, Property change (per thread)",Customizied test,no action,Functionality (property change fail),None,,,,,,
dcd6dffb0a75741471297724640733fa4e958d72,69842cba9ace,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v5.3,semantic(generic wrong type integer overflow etc),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,no action,"""Performance (energy efficiency, capacity fit)""",None,,,,,,
7226017ad37a888915628e59a84a2d1e57b40707,0b60ba2dd342,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.4.y,v5.4,semantic(incorrect update stats),"Thread Behavior, Property change (per cgroup)",User reported or In-production,comment,"Functionality (property change fail), ""Performance (Policy violation, cpufreq control)""",None,,,,,,
